CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,StreetAddr,City,State,ZIP,RegionType,Date,Month,DayOfWeek,Hour,Quarter,Year
579233,D,9,64.50321178,2023-12-12 15:13:00,Credit Card,"USNS Fox, FPO AP 90961",Clothing,18.8959885,470.8322307,USNS Fox,USNS Fox,AP,90961,Military/Abroad,2023-12-12,December,Tuesday,15,2023Q4,2023
559763,B,3,90.3773062,2024-02-11 00:39:00,PayPal,"PSC 5326, Box 8466, APO AP 62373",Home Decor,12.1147562,238.2849477,PSC 5326,Box 8466,AP,62373,Military/Abroad,2024-02-11,February,Sunday,0,2024Q1,2024
672821,C,7,56.36499486,2023-08-10 22:09:00,Credit Card,"USNS Burton, FPO AA 58637",Books,15.98332503,331.4919617,USNS Burton,USNS Burton,AA,58637,Military/Abroad,2023-08-10,August,Thursday,22,2023Q3,2023
797055,D,3,64.91581311,2023-12-16 17:14:00,Credit Card,"USS Cook, FPO AE 47163",Books,3.80081819,187.3454432,USS Cook,USS Cook,AE,47163,Military/Abroad,2023-12-16,December,Saturday,17,2023Q4,2023
788985,B,7,89.77387124,2023-12-09 18:33:00,Debit Card,"PSC 2147, Box 4949, APO AA 97544",Electronics,1.931713509,616.2778807,PSC 2147,Box 4949,AA,97544,Military/Abroad,2023-12-09,December,Saturday,18,2023Q4,2023
888263,B,3,75.43837464,2023-11-28 15:21:00,Debit Card,"USNS Bullock, FPO AE 58838",Home Decor,7.769202275,208.7322442,USNS Bullock,USNS Bullock,AE,58838,Military/Abroad,2023-11-28,November,Tuesday,15,2023Q4,2023
153197,D,9,42.91843802,2023-10-06 15:57:00,Debit Card,"Unit 3668 Box 0919, DPO AE 54357",Electronics,17.35302734,319.2371076,Unit 3668 Box 0919,Unit 3668 Box 0919,AE,54357,Military/Abroad,2023-10-06,October,Friday,15,2023Q4,2023
240574,D,4,71.21009784,2024-01-05 02:44:00,Debit Card,"USS Lee, FPO AE 86734",Books,7.991124165,262.078442,USS Lee,USS Lee,AE,86734,Military/Abroad,2024-01-05,January,Friday,2,2024Q1,2024
659525,B,5,54.38477826,2024-03-24 13:47:00,Credit Card,"USNV Miller, FPO AA 93019",Books,17.96247874,223.0796202,USNV Miller,USNV Miller,AA,93019,Military/Abroad,2024-03-24,March,Sunday,13,2024Q1,2024
856164,C,5,39.70175111,2023-10-27 16:19:00,Credit Card,"USCGC Clark, FPO AP 38812",Home Decor,17.84240903,163.0900114,USCGC Clark,USCGC Clark,AP,38812,Military/Abroad,2023-10-27,October,Friday,16,2023Q4,2023
616739,C,6,42.7596664,2023-06-09 15:42:00,Cash,"PSC 3333, Box 1573, APO AP 80608",Clothing,11.48523413,227.0917116,PSC 3333,Box 1573,AP,80608,Military/Abroad,2023-06-09,June,Friday,15,2023Q2,2023
13814,C,4,70.6362239,2024-01-12 14:55:00,Debit Card,"PSC 0614, Box 7773, APO AA 15499",Electronics,18.22231414,231.0586772,PSC 0614,Box 7773,AA,15499,Military/Abroad,2024-01-12,January,Friday,14,2024Q1,2024
714349,D,8,47.98404485,2024-01-27 02:12:00,Cash,"USNV Guerra, FPO AE 15770",Books,8.073428792,352.8806973,USNV Guerra,USNV Guerra,AE,15770,Military/Abroad,2024-01-27,January,Saturday,2,2024Q1,2024
109729,A,5,98.52572866,2023-11-18 01:09:00,PayPal,"USNS Collins, FPO AP 74964",Home Decor,10.0242651,443.2462421,USNS Collins,USNS Collins,AP,74964,Military/Abroad,2023-11-18,November,Saturday,1,2023Q4,2023
227153,C,7,40.40439307,2024-01-01 04:29:00,PayPal,"USNV Miranda, FPO AP 50387",Electronics,11.52324502,250.239471,USNV Miranda,USNV Miranda,AP,50387,Military/Abroad,2024-01-01,January,Monday,4,2024Q1,2024
160386,B,5,25.43347731,2023-06-15 20:41:00,Debit Card,"Unit 3196 Box 8078, DPO AE 12520",Books,6.00063688,119.5365335,Unit 3196 Box 8078,Unit 3196 Box 8078,AE,12520,Military/Abroad,2023-06-15,June,Thursday,20,2023Q2,2023
294147,B,9,38.16211724,2024-01-19 00:11:00,Credit Card,"PSC 7142, Box 4453, APO AA 45106",Home Decor,1.850223179,337.1042961,PSC 7142,Box 4453,AA,45106,Military/Abroad,2024-01-19,January,Friday,0,2024Q1,2024
943028,D,5,91.2872363,2024-04-05 22:49:00,Credit Card,"PSC 5839, Box 0090, APO AA 74368",Electronics,12.59734486,398.9373417,PSC 5839,Box 0090,AA,74368,Military/Abroad,2024-04-05,April,Friday,22,2024Q2,2024
304892,B,3,93.76849572,2023-06-17 08:58:00,Credit Card,"PSC 6555, Box 4644, APO AA 75156",Home Decor,17.03353774,233.3892108,PSC 6555,Box 4644,AA,75156,Military/Abroad,2023-06-17,June,Saturday,8,2023Q2,2023
224547,A,3,52.70315507,2023-07-29 03:41:00,PayPal,"PSC 4161, Box 4121, APO AE 86089",Clothing,0.629864471,157.1135899,PSC 4161,Box 4121,AE,86089,Military/Abroad,2023-07-29,July,Saturday,3,2023Q3,2023
844696,B,1,78.76442712,2024-03-15 19:35:00,PayPal,"PSC 0554, Box 4280, APO AP 73375",Home Decor,6.364264219,73.75165087,PSC 0554,Box 4280,AP,73375,Military/Abroad,2024-03-15,March,Friday,19,2024Q1,2024
735794,A,1,38.58155617,2023-11-09 10:30:00,PayPal,"PSC 2672, Box 3227, APO AE 35080",Home Decor,14.3069424,33.06171516,PSC 2672,Box 3227,AE,35080,Military/Abroad,2023-11-09,November,Thursday,10,2023Q4,2023
853469,B,6,50.23907708,2023-12-06 02:19:00,Credit Card,"USS Sanchez, FPO AA 54088",Clothing,18.77302579,244.8460931,USS Sanchez,USS Sanchez,AA,54088,Military/Abroad,2023-12-06,December,Wednesday,2,2023Q4,2023
659358,C,4,56.60384476,2023-06-25 10:28:00,Debit Card,"USNV Herrera, FPO AP 50279",Electronics,16.48404447,189.0929673,USNV Herrera,USNV Herrera,AP,50279,Military/Abroad,2023-06-25,June,Sunday,10,2023Q2,2023
82877,D,8,73.29097377,2023-07-27 11:28:00,Debit Card,"USNV Marshall, FPO AP 64254",Electronics,8.99339756,533.597001,USNV Marshall,USNV Marshall,AP,64254,Military/Abroad,2023-07-27,July,Thursday,11,2023Q3,2023
948537,D,6,33.0833661,2023-07-13 00:33:00,Debit Card,"USNV Park, FPO AP 40372",Clothing,8.248437416,182.1270321,USNV Park,USNV Park,AP,40372,Military/Abroad,2023-07-13,July,Thursday,0,2023Q3,2023
897205,C,7,34.77509719,2023-12-22 11:58:00,Cash,"Unit 6009 Box 3262, DPO AP 62642",Clothing,12.45880401,213.0977519,Unit 6009 Box 3262,Unit 6009 Box 3262,AP,62642,Military/Abroad,2023-12-22,December,Friday,11,2023Q4,2023
979743,C,8,84.39461141,2023-08-15 15:49:00,Cash,"USNS Smith, FPO AP 99609",Books,4.390626028,645.5132771,USNS Smith,USNS Smith,AP,99609,Military/Abroad,2023-08-15,August,Tuesday,15,2023Q3,2023
350677,C,5,31.24620061,2024-04-10 20:42:00,PayPal,"Unit 4287 Box 3738, DPO AE 10846",Electronics,7.912917169,143.8685732,Unit 4287 Box 3738,Unit 4287 Box 3738,AE,10846,Military/Abroad,2024-04-10,April,Wednesday,20,2024Q2,2024
194607,A,2,26.94624306,2024-01-29 05:00:00,Debit Card,"USNS Silva, FPO AA 27111",Home Decor,17.146332,44.65190152,USNS Silva,USNS Silva,AA,27111,Military/Abroad,2024-01-29,January,Monday,5,2024Q1,2024
17773,D,6,40.43164497,2023-12-10 21:44:00,Credit Card,"PSC 8838, Box 3054, APO AA 93382",Home Decor,7.552091529,224.2692608,PSC 8838,Box 3054,AA,93382,Military/Abroad,2023-12-10,December,Sunday,21,2023Q4,2023
307520,D,1,14.56369527,2024-02-17 02:39:00,Credit Card,"PSC 9294, Box 5502, APO AE 35228",Electronics,5.469811232,13.76708863,PSC 9294,Box 5502,AE,35228,Military/Abroad,2024-02-17,February,Saturday,2,2024Q1,2024
771412,C,6,27.65434527,2024-02-26 01:14:00,Credit Card,"Unit 4360 Box 4231, DPO AP 60028",Clothing,15.59904077,140.0431961,Unit 4360 Box 4231,Unit 4360 Box 4231,AP,60028,Military/Abroad,2024-02-26,February,Monday,1,2024Q1,2024
760865,A,7,78.5509973,2023-10-24 18:48:00,Credit Card,"PSC 5255, Box 1170, APO AE 29895",Home Decor,11.23721947,488.0683454,PSC 5255,Box 1170,AE,29895,Military/Abroad,2023-10-24,October,Tuesday,18,2023Q4,2023
961153,A,5,49.03512792,2023-12-25 20:02:00,Credit Card,"USCGC Good, FPO AE 03075",Home Decor,18.41907168,200.0165628,USCGC Good,USCGC Good,AE,03075,Military/Abroad,2023-12-25,December,Monday,20,2023Q4,2023
571818,B,3,97.7299783,2023-05-30 09:12:00,PayPal,"Unit 1471 Box 3836, DPO AA 02536",Electronics,7.509614843,271.1725,Unit 1471 Box 3836,Unit 1471 Box 3836,AA,02536,Military/Abroad,2023-05-30,May,Tuesday,9,2023Q2,2023
37930,C,5,87.07611622,2024-03-02 23:05:00,Debit Card,"Unit 4174 Box 7626, DPO AE 44612",Home Decor,6.587999588,406.6977102,Unit 4174 Box 7626,Unit 4174 Box 7626,AE,44612,Military/Abroad,2024-03-02,March,Saturday,23,2024Q1,2024
808522,D,4,41.87538593,2024-04-04 09:08:00,PayPal,"PSC 7453, Box 6874, APO AP 09418",Clothing,3.238340335,162.0772737,PSC 7453,Box 6874,AP,09418,Military/Abroad,2024-04-04,April,Thursday,9,2024Q2,2024
421513,D,5,52.61814141,2024-02-29 02:30:00,Debit Card,"Unit 4337 Box 3072, DPO AP 65293",Books,16.88960715,218.6557202,Unit 4337 Box 3072,Unit 4337 Box 3072,AP,65293,Military/Abroad,2024-02-29,February,Thursday,2,2024Q1,2024
223717,D,5,71.99097503,2024-01-30 00:21:00,Debit Card,"PSC 2601, Box 8953, APO AA 04311",Books,1.278459884,355.3529965,PSC 2601,Box 8953,AA,04311,Military/Abroad,2024-01-30,January,Tuesday,0,2024Q1,2024
650624,C,7,41.19847584,2023-07-15 01:04:00,Debit Card,"USNV Clark, FPO AA 09990",Electronics,11.16983608,256.1767153,USNV Clark,USNV Clark,AA,09990,Military/Abroad,2023-07-15,July,Saturday,1,2023Q3,2023
342121,C,5,17.57734055,2024-01-04 22:29:00,Cash,"Unit 6937 Box 2375, DPO AE 83844",Clothing,6.403015787,82.2593033,Unit 6937 Box 2375,Unit 6937 Box 2375,AE,83844,Military/Abroad,2024-01-04,January,Thursday,22,2024Q1,2024
989867,B,1,84.69399995,2024-03-18 09:15:00,Debit Card,"Unit 6858 Box 4481, DPO AP 78919",Clothing,3.439976556,81.78054621,Unit 6858 Box 4481,Unit 6858 Box 4481,AP,78919,Military/Abroad,2024-03-18,March,Monday,9,2024Q1,2024
221787,D,8,14.6134602,2024-02-03 18:31:00,Credit Card,"USNS Vaughn, FPO AE 84315",Clothing,9.040698746,106.3384103,USNS Vaughn,USNS Vaughn,AE,84315,Military/Abroad,2024-02-03,February,Saturday,18,2024Q1,2024
905791,B,9,60.34588465,2023-11-20 22:08:00,PayPal,"PSC 2637, Box 4325, APO AA 37612",Electronics,4.887229435,516.5697853,PSC 2637,Box 4325,AA,37612,Military/Abroad,2023-11-20,November,Monday,22,2023Q4,2023
719723,D,6,57.75977428,2023-10-06 07:47:00,Debit Card,"PSC 6985, Box 6890, APO AA 23485",Electronics,8.233528026,318.0246425,PSC 6985,Box 6890,AA,23485,Military/Abroad,2023-10-06,October,Friday,7,2023Q4,2023
236992,A,5,52.43416054,2023-11-12 15:10:00,PayPal,"USCGC Moran, FPO AA 03858",Clothing,4.900114043,249.3241344,USCGC Moran,USCGC Moran,AA,03858,Military/Abroad,2023-11-12,November,Sunday,15,2023Q4,2023
934677,A,1,15.55459638,2023-09-30 05:46:00,Debit Card,"USCGC Wright, FPO AE 92826",Clothing,4.527626893,14.85034229,USCGC Wright,USCGC Wright,AE,92826,Military/Abroad,2023-09-30,September,Saturday,5,2023Q3,2023
709470,A,8,85.42704955,2023-11-21 06:29:00,PayPal,"PSC 0651, Box 9928, APO AA 87448",Books,1.323797515,674.3693471,PSC 0651,Box 9928,AA,87448,Military/Abroad,2023-11-21,November,Tuesday,6,2023Q4,2023
178923,D,5,40.79599279,2023-06-15 17:55:00,Credit Card,"PSC 2023, Box 8955, APO AP 96459",Clothing,6.631752087,190.4525184,PSC 2023,Box 8955,AP,96459,Military/Abroad,2023-06-15,June,Thursday,17,2023Q2,2023
503398,A,9,45.09636431,2023-08-24 01:25:00,Cash,"PSC 9208, Box 4296, APO AP 50704",Clothing,14.20998345,348.1936056,PSC 9208,Box 4296,AP,50704,Military/Abroad,2023-08-24,August,Thursday,1,2023Q3,2023
638749,C,2,72.37870501,2023-09-09 21:29:00,Debit Card,"USCGC Colon, FPO AA 03363",Clothing,12.14871915,127.1712388,USCGC Colon,USCGC Colon,AA,03363,Military/Abroad,2023-09-09,September,Saturday,21,2023Q3,2023
47042,C,8,96.38992116,2023-06-23 18:38:00,Credit Card,"USCGC Davis, FPO AA 01631",Electronics,4.157947001,739.0566346,USCGC Davis,USCGC Davis,AA,01631,Military/Abroad,2023-06-23,June,Friday,18,2023Q2,2023
27502,D,3,19.29401665,2023-09-05 16:10:00,Cash,"Unit 3552 Box 9786, DPO AE 93606",Electronics,14.3171859,49.59496926,Unit 3552 Box 9786,Unit 3552 Box 9786,AE,93606,Military/Abroad,2023-09-05,September,Tuesday,16,2023Q3,2023
477501,B,5,67.23927386,2023-07-28 09:00:00,Debit Card,"USNV Bennett, FPO AE 46303",Clothing,17.23303213,278.259541,USNV Bennett,USNV Bennett,AE,46303,Military/Abroad,2023-07-28,July,Friday,9,2023Q3,2023
282400,D,8,53.74538094,2024-02-02 14:35:00,PayPal,"USNV Pratt, FPO AA 37831",Clothing,12.4976316,376.2278498,USNV Pratt,USNV Pratt,AA,37831,Military/Abroad,2024-02-02,February,Friday,14,2024Q1,2024
391348,C,8,93.09435189,2023-09-20 23:20:00,Credit Card,"Unit 9454 Box 5514, DPO AP 96220",Books,8.96053963,678.0207648,Unit 9454 Box 5514,Unit 9454 Box 5514,AP,96220,Military/Abroad,2023-09-20,September,Wednesday,23,2023Q3,2023
863881,B,6,19.37428955,2024-01-10 03:54:00,Credit Card,"USCGC Parker, FPO AA 04892",Clothing,6.014170587,109.2545204,USCGC Parker,USCGC Parker,AA,04892,Military/Abroad,2024-01-10,January,Wednesday,3,2024Q1,2024
768427,D,3,89.69142495,2024-03-21 14:22:00,Debit Card,"USNV Black, FPO AE 09669",Clothing,0.321786146,268.2084311,USNV Black,USNV Black,AE,09669,Military/Abroad,2024-03-21,March,Thursday,14,2024Q1,2024
767142,A,2,39.03336302,2023-08-30 23:15:00,PayPal,"USNS Drake, FPO AE 50501",Clothing,8.556617898,71.38685458,USNS Drake,USNS Drake,AE,50501,Military/Abroad,2023-08-30,August,Wednesday,23,2023Q3,2023
518611,A,6,42.00572899,2024-04-16 05:34:00,Debit Card,"PSC 0552, Box 5211, APO AE 81779",Books,1.744573249,247.6374497,PSC 0552,Box 5211,AE,81779,Military/Abroad,2024-04-16,April,Tuesday,5,2024Q2,2024
43537,A,2,21.31625888,2023-05-25 16:19:00,Debit Card,"USCGC Hernandez, FPO AA 22163",Home Decor,7.631250393,39.37912358,USCGC Hernandez,USCGC Hernandez,AA,22163,Military/Abroad,2023-05-25,May,Thursday,16,2023Q2,2023
273392,D,3,52.22714743,2023-12-05 01:08:00,Cash,"Unit 3115 Box 6765, DPO AA 93137",Books,3.584759619,151.0647892,Unit 3115 Box 6765,Unit 3115 Box 6765,AA,93137,Military/Abroad,2023-12-05,December,Tuesday,1,2023Q4,2023
875129,B,2,94.42070903,2023-08-22 20:32:00,PayPal,"PSC 3951, Box 2966, APO AP 93307",Clothing,7.632856535,174.4274235,PSC 3951,Box 2966,AP,93307,Military/Abroad,2023-08-22,August,Tuesday,20,2023Q3,2023
545778,B,4,43.42505254,2023-12-29 06:51:00,Cash,"USCGC Warren, FPO AE 67546",Books,4.379493544,166.0930207,USCGC Warren,USCGC Warren,AE,67546,Military/Abroad,2023-12-29,December,Friday,6,2023Q4,2023
476019,A,9,79.52922675,2023-06-25 19:10:00,Debit Card,"Unit 5919 Box 7916, DPO AA 80597",Home Decor,16.07502121,600.7039802,Unit 5919 Box 7916,Unit 5919 Box 7916,AA,80597,Military/Abroad,2023-06-25,June,Sunday,19,2023Q2,2023
899610,A,1,17.15924873,2023-09-01 07:09:00,PayPal,"PSC 4747, Box 5110, APO AP 37587",Electronics,14.7270226,14.63220229,PSC 4747,Box 5110,AP,37587,Military/Abroad,2023-09-01,September,Friday,7,2023Q3,2023
559244,A,8,81.06531208,2023-09-02 00:12:00,Debit Card,"Unit 3237 Box 9548, DPO AA 56317",Home Decor,13.45324779,561.2751582,Unit 3237 Box 9548,Unit 3237 Box 9548,AA,56317,Military/Abroad,2023-09-02,September,Saturday,0,2023Q3,2023
674065,D,4,41.15602887,2023-12-06 06:31:00,Credit Card,"USCGC Mitchell, FPO AP 47775",Books,15.0369708,139.8696353,USCGC Mitchell,USCGC Mitchell,AP,47775,Military/Abroad,2023-12-06,December,Wednesday,6,2023Q4,2023
634438,C,7,49.60147698,2023-12-14 16:42:00,Credit Card,"USCGC Clark, FPO AE 36927",Home Decor,3.125139112,336.3595328,USCGC Clark,USCGC Clark,AE,36927,Military/Abroad,2023-12-14,December,Thursday,16,2023Q4,2023
620337,B,8,35.84266496,2023-08-02 17:36:00,Cash,"USNS Hooper, FPO AA 73791",Electronics,10.03650318,257.962518,USNS Hooper,USNS Hooper,AA,73791,Military/Abroad,2023-08-02,August,Wednesday,17,2023Q3,2023
767415,C,7,72.97830235,2023-10-09 12:41:00,Cash,"Unit 5670 Box 9328, DPO AE 60915",Books,15.06883516,433.8692559,Unit 5670 Box 9328,Unit 5670 Box 9328,AE,60915,Military/Abroad,2023-10-09,October,Monday,12,2023Q4,2023
54965,C,2,92.02391984,2024-04-21 23:52:00,Debit Card,"PSC 8843, Box 0307, APO AA 62472",Books,6.140991322,172.7454778,PSC 8843,Box 0307,AA,62472,Military/Abroad,2024-04-21,April,Sunday,23,2024Q2,2024
565760,A,7,28.93862876,2023-10-20 20:27:00,Cash,"PSC 0442, Box 2322, APO AA 76004",Home Decor,15.12686591,171.9278483,PSC 0442,Box 2322,AA,76004,Military/Abroad,2023-10-20,October,Friday,20,2023Q4,2023
176757,C,7,62.70410915,2024-01-15 16:56:00,Cash,"USS Brown, FPO AA 26368",Electronics,10.60959542,392.360198,USS Brown,USS Brown,AA,26368,Military/Abroad,2024-01-15,January,Monday,16,2024Q1,2024
427918,B,4,74.16434603,2023-07-09 09:23:00,Credit Card,"USS Arias, FPO AP 26050",Electronics,10.12130799,266.6317766,USS Arias,USS Arias,AP,26050,Military/Abroad,2023-07-09,July,Sunday,9,2023Q3,2023
66907,B,3,12.54917911,2024-02-16 21:35:00,Credit Card,"PSC 7385, Box 2417, APO AE 83242",Books,17.47559696,31.06840545,PSC 7385,Box 2417,AE,83242,Military/Abroad,2024-02-16,February,Friday,21,2024Q1,2024
336123,C,4,50.76169532,2023-06-14 02:52:00,Cash,"USCGC Jensen, FPO AE 23963",Books,4.085831897,194.7506311,USCGC Jensen,USCGC Jensen,AE,23963,Military/Abroad,2023-06-14,June,Wednesday,2,2023Q2,2023
893706,A,7,32.30273723,2023-12-12 04:31:00,PayPal,"PSC 0110, Box 4157, APO AP 71312",Home Decor,3.744746582,217.6515711,PSC 0110,Box 4157,AP,71312,Military/Abroad,2023-12-12,December,Tuesday,4,2023Q4,2023
314842,B,8,14.49455972,2023-12-02 01:33:00,Debit Card,"PSC 4806, Box 8609, APO AA 26955",Clothing,17.20734507,96.00344652,PSC 4806,Box 8609,AA,26955,Military/Abroad,2023-12-02,December,Saturday,1,2023Q4,2023
960085,C,6,40.08654568,2024-01-10 10:39:00,Credit Card,"PSC 5808, Box 0066, APO AE 39082",Clothing,16.87075487,199.9418569,PSC 5808,Box 0066,AE,39082,Military/Abroad,2024-01-10,January,Wednesday,10,2024Q1,2024
235236,A,6,44.28128417,2023-05-31 18:29:00,PayPal,"Unit 3018 Box 5893, DPO AP 57396",Clothing,13.08935669,230.9108936,Unit 3018 Box 5893,Unit 3018 Box 5893,AP,57396,Military/Abroad,2023-05-31,May,Wednesday,18,2023Q2,2023
961833,C,3,17.66260608,2024-01-06 13:05:00,Debit Card,"Unit 9292 Box 1565, DPO AP 70418",Books,18.76727931,43.04344639,Unit 9292 Box 1565,Unit 9292 Box 1565,AP,70418,Military/Abroad,2024-01-06,January,Saturday,13,2024Q1,2024
941275,B,4,96.50295374,2023-06-09 04:34:00,Cash,"Unit 7699 Box 8265, DPO AA 49632",Books,19.86566007,309.32802,Unit 7699 Box 8265,Unit 7699 Box 8265,AA,49632,Military/Abroad,2023-06-09,June,Friday,4,2023Q2,2023
350165,A,6,99.47379811,2023-05-29 01:13:00,Debit Card,"USS Day, FPO AA 70360",Electronics,3.564786697,575.5666164,USS Day,USS Day,AA,70360,Military/Abroad,2023-05-29,May,Monday,1,2023Q2,2023
567076,A,3,73.15870341,2023-10-24 18:12:00,Debit Card,"Unit 1066 Box 5242, DPO AA 06347",Electronics,3.731583944,211.2861749,Unit 1066 Box 5242,Unit 1066 Box 5242,AA,06347,Military/Abroad,2023-10-24,October,Tuesday,18,2023Q4,2023
154893,A,6,57.18343954,2023-06-10 23:50:00,Credit Card,"USCGC Morgan, FPO AP 99554",Electronics,19.06178783,277.6995217,USCGC Morgan,USCGC Morgan,AP,99554,Military/Abroad,2023-06-10,June,Saturday,23,2023Q2,2023
753209,C,6,33.96987307,2023-12-01 03:13:00,Debit Card,"USNS Rodriguez, FPO AE 79925",Books,19.39346724,164.2916212,USNS Rodriguez,USNS Rodriguez,AE,79925,Military/Abroad,2023-12-01,December,Friday,3,2023Q4,2023
599996,C,2,81.60607545,2024-02-28 12:14:00,Cash,"USS Bautista, FPO AE 46470",Books,6.033234195,153.3651796,USS Bautista,USS Bautista,AE,46470,Military/Abroad,2024-02-28,February,Wednesday,12,2024Q1,2024
491692,B,6,92.70961221,2024-04-16 05:30:00,PayPal,"Unit 5912 Box 3170, DPO AE 41099",Home Decor,0.138257509,555.4886053,Unit 5912 Box 3170,Unit 5912 Box 3170,AE,41099,Military/Abroad,2024-04-16,April,Tuesday,5,2024Q2,2024
873441,A,4,40.44113484,2023-12-18 22:06:00,Credit Card,"Unit 9336 Box 4844, DPO AA 06278",Electronics,14.11906512,138.9248987,Unit 9336 Box 4844,Unit 9336 Box 4844,AA,06278,Military/Abroad,2023-12-18,December,Monday,22,2023Q4,2023
502022,A,9,22.9016899,2024-02-06 23:00:00,Cash,"USS Craig, FPO AA 47949",Clothing,13.57563589,178.1337588,USS Craig,USS Craig,AA,47949,Military/Abroad,2024-02-06,February,Tuesday,23,2024Q1,2024
112633,B,1,43.67731779,2023-12-16 15:07:00,Cash,"USNV Cannon, FPO AA 01938",Home Decor,2.110345476,42.75557549,USNV Cannon,USNV Cannon,AA,01938,Military/Abroad,2023-12-16,December,Saturday,15,2023Q4,2023
726214,A,6,18.8383208,2024-02-14 23:13:00,Cash,"PSC 8766, Box 7033, APO AA 94435",Home Decor,19.63892878,90.83205835,PSC 8766,Box 7033,AA,94435,Military/Abroad,2024-02-14,February,Wednesday,23,2024Q1,2024
275646,D,5,33.88309508,2023-05-24 01:38:00,PayPal,"Unit 1560 Box 9593, DPO AA 21781",Books,12.7247791,147.8577304,Unit 1560 Box 9593,Unit 1560 Box 9593,AA,21781,Military/Abroad,2023-05-24,May,Wednesday,1,2023Q2,2023
37541,D,5,85.70311587,2023-12-15 16:30:00,Credit Card,"PSC 9218, Box 9480, APO AP 36252",Electronics,16.34155571,358.4894673,PSC 9218,Box 9480,AP,36252,Military/Abroad,2023-12-15,December,Friday,16,2023Q4,2023
576348,B,8,93.26802677,2024-03-08 08:38:00,PayPal,"USS James, FPO AA 30034",Home Decor,16.18859628,625.3539397,USS James,USS James,AA,30034,Military/Abroad,2024-03-08,March,Friday,8,2024Q1,2024
769047,D,5,84.67763391,2024-01-31 06:58:00,Cash,"Unit 0321 Box 2544, DPO AE 36707",Home Decor,19.41836463,341.173111,Unit 0321 Box 2544,Unit 0321 Box 2544,AE,36707,Military/Abroad,2024-01-31,January,Wednesday,6,2024Q1,2024
925245,D,9,41.23500695,2024-02-14 12:36:00,Credit Card,"PSC 2388, Box 2235, APO AP 92220",Electronics,16.39584627,310.2676074,PSC 2388,Box 2235,AP,92220,Military/Abroad,2024-02-14,February,Wednesday,12,2024Q1,2024
938777,A,7,96.66259895,2024-04-10 17:31:00,Cash,"PSC 8790, Box 3266, APO AE 37823",Home Decor,10.25809205,607.228024,PSC 8790,Box 3266,AE,37823,Military/Abroad,2024-04-10,April,Wednesday,17,2024Q2,2024
124146,A,1,83.40834763,2023-07-07 17:21:00,PayPal,"PSC 2148, Box 7616, APO AE 07772",Clothing,9.195589898,75.73845804,PSC 2148,Box 7616,AE,07772,Military/Abroad,2023-07-07,July,Friday,17,2023Q3,2023
189545,B,7,68.30551349,2023-09-13 18:37:00,PayPal,"PSC 5517, Box 9102, APO AE 95732",Home Decor,8.027433515,439.7563366,PSC 5517,Box 9102,AE,95732,Military/Abroad,2023-09-13,September,Wednesday,18,2023Q3,2023
369372,B,7,10.20336905,2023-08-24 21:43:00,Credit Card,"USS Todd, FPO AA 65953",Electronics,5.423922817,67.54962335,USS Todd,USS Todd,AA,65953,Military/Abroad,2023-08-24,August,Thursday,21,2023Q3,2023
406608,B,6,13.25547845,2024-01-11 04:47:00,Credit Card,"USNV Clayton, FPO AE 64167",Clothing,11.93035255,70.04431882,USNV Clayton,USNV Clayton,AE,64167,Military/Abroad,2024-01-11,January,Thursday,4,2024Q1,2024
941567,B,5,77.07712504,2024-03-01 15:47:00,PayPal,"USNS Thompson, FPO AP 61378",Home Decor,2.230636554,376.7890726,USNS Thompson,USNS Thompson,AP,61378,Military/Abroad,2024-03-01,March,Friday,15,2024Q1,2024
276216,C,4,87.45499722,2023-09-13 16:21:00,Credit Card,"Unit 6367 Box 6180, DPO AA 55186",Electronics,13.81793787,301.4820802,Unit 6367 Box 6180,Unit 6367 Box 6180,AA,55186,Military/Abroad,2023-09-13,September,Wednesday,16,2023Q3,2023
951587,C,7,91.47840879,2023-08-02 13:42:00,PayPal,"Unit 6899 Box 2793, DPO AA 73635",Books,12.81472787,558.2898975,Unit 6899 Box 2793,Unit 6899 Box 2793,AA,73635,Military/Abroad,2023-08-02,August,Wednesday,13,2023Q3,2023
567715,A,4,75.161199,2023-05-31 19:50:00,Debit Card,"PSC 0062, Box 1899, APO AA 36304",Clothing,7.370651163,278.4853168,PSC 0062,Box 1899,AA,36304,Military/Abroad,2023-05-31,May,Wednesday,19,2023Q2,2023
210969,D,9,48.48753358,2024-03-01 02:29:00,Debit Card,"Unit 8592 Box 3936, DPO AP 58216",Clothing,4.794236556,415.4663387,Unit 8592 Box 3936,Unit 8592 Box 3936,AP,58216,Military/Abroad,2024-03-01,March,Friday,2,2024Q1,2024
514244,D,5,42.62434421,2024-03-16 20:25:00,Debit Card,"PSC 9373, Box 7701, APO AA 41849",Home Decor,4.600659124,203.3167172,PSC 9373,Box 7701,AA,41849,Military/Abroad,2024-03-16,March,Saturday,20,2024Q1,2024
741405,D,9,26.06380026,2023-11-16 02:57:00,PayPal,"Unit 4149 Box 4319, DPO AE 13129",Electronics,8.793052668,213.9479692,Unit 4149 Box 4319,Unit 4149 Box 4319,AE,13129,Military/Abroad,2023-11-16,November,Thursday,2,2023Q4,2023
